time/iterations,curriculum/success_rate,rollout/episodes,curriculum/frontier,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/clip_range,train/explained_variance,train/value_loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/loss,rollout/fill_mean,rollout/success_rate,rollout/win_rate_true_start,rollout/ep_rew_mean,rollout/fill_mean_true_start,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,eval/success_rate
,,,,,94371840,,0.054999351501464844,0.05883545599999998,0.9676950573921204,1.2046931656077504,0.0005283967,2.7081881600000014e-05,-0.0003653118246802478,-0.22443591442424804,1258,0.5814623832702637,,,,,,,568.67,100.81254577636719,0.0
360,0.0,1358,199,31211,94371840,3023,,,,,,,,,,,0.7157987389543446,0.0,0.0,23.846529006958008,0.4032308266932271,174.5,,,
361,0.0,1435,199,31208,94633984,3032,0.05306529998779297,0.058442240000000006,0.9681606292724609,1.1860312256030738,0.00044906719,2.632166400000005e-05,-0.00028819444924010895,-0.224972567637451,1262,0.5460495352745056,0.7046657229965156,0.0,0.0,25.600147247314453,0.40905094453376206,180.89,,,
362,0.0,1421,199,31204,94896128,3041,0.05384254455566406,0.05804902399999998,0.9658562541007996,1.2674313504248857,0.00048133847,2.5561446400000035e-05,-0.0003192738045072474,-0.22543925663921982,1266,0.5504866242408752,0.7102887491203378,0.0,0.0,30.94678497314453,0.40234375,204.25,,,
363,0.0,1433,199,31203,95158272,3049,0.05093955993652344,0.057655807999999975,0.9660794138908386,1.2695201532915235,0.00040013384,2.480122880000002e-05,-0.0004071060002388549,-0.2241415538592264,1270,0.5418081283569336,0.7132190989183531,0.0,0.0,21.718372344970703,0.40011574074074074,152.66,,,
364,0.0,1346,199,31202,95420416,3058,0.04761981964111328,0.057262592,0.9665930867195129,1.2443109825253487,0.00035538536,2.4041011200000002e-05,-0.0003911984767910326,-0.2252788811456412,1274,0.5417909622192383,0.7155170412332839,0.0,0.0,28.066396713256836,0.40324155745967744,194.64,,,
365,0.0,1363,199,31201,95682560,3066,0.04732704162597656,0.056869376,0.9677902460098267,1.1903618574142456,0.00046720906,2.328079360000004e-05,-0.00041672284714877605,-0.22563716454897076,1278,0.5064593553543091,0.7185436537050623,0.0,0.0,24.71976089477539,0.40573559670781895,171.27,,,
366,0.0,1394,199,31199,95944704,3075,0.048867225646972656,0.05647615999999997,0.9683750867843628,1.165162024088204,0.00037490588,2.2520576000000024e-05,-0.00038848611711728154,-0.22391252452507615,1282,0.5340447425842285,0.7068491077833573,0.0,0.0,26.91983413696289,0.40344448024054985,181.19,,,
367,0.0,1443,199,31198,96206848,3083,0.050467491149902344,0.056082943999999996,0.9639382362365723,1.3205704260617495,0.00042915653,2.1760358400000008e-05,-0.00034665454768401105,-0.22283673798665404,1286,0.6602466106414795,0.7039533523908524,0.0,0.0,28.608238220214844,0.40321735223642174,192.78,,,
,,,,,96468992,,0.04921531677246094,0.055689727999999994,0.9639981389045715,1.3272313177585602,0.0003885975,2.1000140800000045e-05,-0.00025423363058507675,-0.22729356493800879,1290,0.6857788562774658,,,,,,,554.73,97.93646240234375,0.0
368,0.0,1427,199,31155,96468992,3096,,,,,,,,,,,0.7154952478976875,0.0,0.0,25.045211791992188,0.4006549577067669,175.82,,,
369,0.0,1402,199,31154,96731136,3104,0.04717063903808594,0.05529651199999999,0.9666404128074646,1.2314728200435638,0.000339937,2.023992320000003e-05,-0.00039382217937600217,-0.2246467077638954,1294,0.6148077845573425,0.7061814595221113,0.0,0.0,21.131858825683594,0.3929227941176471,149.17,,,
370,0.0,1446,199,31155,96993280,3113,0.04294300079345703,0.05490329599999999,0.963331401348114,1.3640504274517298,0.0003214645,1.9479705600000013e-05,-0.00045782322513332474,-0.22638369747437537,1298,0.6285355687141418,0.7181502852697096,0.0,0.0,20.988393783569336,0.4045040246212121,152.63,,,
371,0.0,1429,199,31155,97255424,3121,0.044211387634277344,0.05451007999999999,0.966206967830658,1.2561654523015022,0.00031902076,1.8719487999999996e-05,-0.00034257636298207217,-0.22475881082937121,1302,0.5491692423820496,0.7040790106717985,0.0,0.0,37.44954299926758,0.4016231796116505,241.52,,,
372,0.0,1438,199,31156,97517568,3129,0.04155921936035156,0.05411686399999999,0.9634382128715515,1.3554735546931624,0.00026204463,1.7959270400000034e-05,-0.00046014519102755,-0.22357280820142478,1306,0.6166872978210449,0.7148030033031989,0.0,0.0,24.904062271118164,0.4037942325367647,176.96,,,
373,0.0,1423,199,31155,97779712,3138,0.04173755645751953,0.053723647999999985,0.9660636782646179,1.2830332145094872,0.0002908387,1.7199052800000018e-05,-0.0003795173934122431,-0.22501473501324654,1310,0.6237326264381409,0.713097878601546,0.0,0.0,23.962902069091797,0.3978125,168.13,,,
374,0.0,1502,199,31154,98041856,3146,0.03916168212890625,0.05333043199999998,0.9647160172462463,1.3288831021636724,0.0003299698,1.6438835200000056e-05,-0.0004542767355815158,-0.22588256688322872,1314,0.6879319548606873,0.7190152713049268,0.0,0.0,22.759668350219727,0.40173479087452474,161.36,,,
375,0.0,1394,199,31153,98304000,3155,0.03608989715576172,0.05293721599999998,0.9661581516265869,1.296042495407164,0.00025585416,1.5678617599999985e-05,-0.0004497303916650708,-0.22797202633228153,1318,0.6769409775733948,0.7056749910329986,0.0,0.0,33.68401336669922,0.3972284226190476,217.04,,,
,,,,,98566144,,0.037301063537597656,0.05254399999999998,0.9647140502929688,1.3166427966207266,0.00026449683,1.4918400000000023e-05,-0.00046088000908639515,-0.22573685052338988,1322,0.5882501006126404,,,,,,,582.97,103.34821319580078,0.0
376,0.0,1416,199,31105,98566144,3168,,,,,,,,,,,0.7208548508121468,0.0,0.0,22.890544891357422,0.39861432613168724,160.48,,,
377,0.0,1443,199,31105,98828288,3177,0.03656196594238281,0.05215078399999998,0.9665349721908569,1.2536758435890079,0.00025575567,1.4158182400000007e-05,-0.00044055193166059325,-0.22646724723745137,1326,0.6068449020385742,0.7192453872141372,0.0,0.0,31.173873901367188,0.4076622596153846,207.17,,,
378,0.0,1413,199,31102,99090432,3185,0.03433990478515625,0.051757568000000004,0.9665877223014832,1.2439974332228303,0.00023031372,1.3397964800000045e-05,-0.0004515963128142175,-0.22642437950707972,1330,0.5489646792411804,0.7057319311748054,0.0,0.0,33.28693389892578,0.3976089015151515,214.12,,,
379,0.0,1407,199,31100,99352576,3194,0.03250694274902344,0.051364352,0.962587296962738,1.3919987799599767,0.00022144782,1.2637747200000028e-05,-0.0004530896540018148,-0.22585270111449063,1334,0.6818817257881165,0.712997512437811,0.0,0.0,28.691186904907227,0.400383417896679,189.84,,,
380,0.0,1416,199,31100,99614720,3203,0.0334014892578125,0.05097113599999997,0.9657791256904602,1.2818846590816975,0.00018869294,1.1877529600000012e-05,-0.00040257303135149414,-0.2248370978049934,1338,0.5573720335960388,0.7067305570268362,0.0,0.0,31.074989318847656,0.3974708686440678,206.05,,,
381,0.0,1400,199,31098,99876864,3211,0.031391143798828125,0.05057792,0.9633603692054749,1.3586853323504329,0.00018342539,1.111731200000005e-05,-0.000478623033814074,-0.22531126684043556,1342,0.669981837272644,0.7143777901785714,0.0,0.0,32.13105392456055,0.40530611059479554,210.0,,,
382,0.0,1443,199,31096,100139008,3220,0.028916358947753906,0.050184704,0.9649972915649414,1.303739887662232,0.00016617923,1.0357094400000033e-05,-0.0004518894138527685,-0.22523670573718846,1346,0.5756824612617493,0.7078433601871101,0.0,0.0,32.58051300048828,0.39954797240802675,210.54,,,
